"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
8431453,"a few days or more",0,"t","t",1,"Ballard","Private room",1,2,1,1,1,"Real Bed",64,15,3,"f","flexible",1,"f","f","f",19,0
26110804,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,2,1,0,1,"Real Bed",150,45,4,"t","moderate",1,"f","f","f",28,0
18291990,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",6,6,2,2,3,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",1,"t","f","f",19,5
16056739,"within a few hours",1,"t","t",1,"Ballard","Entire home/apt",1,2,1,0,1,"Real Bed",79,50,7,"f","moderate",1,"f","f","f",28,0
19785989,"within an hour",0.99,"f","f",81,"Downtown","Entire home/apt",6,6,1,2,4,"Real Bed",176,135,1,"t","super_strict_30",1,"t","f","f",25,5
21371483,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",6,8,2,3,4,"Real Bed",177,237,2,"t","moderate",1,"f","f","f",38,0
15271193,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",199,75,4,"f","strict_14_with_grace_period",1,"t","f","f",22,4
17704224,"within an hour",1,"t","t",9,"Queen Anne","Entire home/apt",2,2,1,0,1,"Real Bed",109,50,1,"t","moderate",1,"f","f","f",34,3
21702391,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",150,75,30,"f","strict_14_with_grace_period",1,"t","f","f",23,4
6686072,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,1,"Real Bed",125,50,3,"t","moderate",1,"f","f","f",25,0
24062168,"within an hour",1,"f","t",1,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",65,25,2,"t","moderate",0,"f","f","f",19,0
21175123,"within an hour",1,"t","f",1,"Cascade","Entire home/apt",5,5,2,2,2,"Real Bed",126,120,2,"t","flexible",1,"f","f","f",38,0
18194445,"within an hour",1,"t","t",1,"Queen Anne","Private room",3,3,1,0,2,"Real Bed",105,35,2,"f","flexible",1,"f","f","f",27,0
28260442,"within an hour",1,"f","f",7,"Northgate","Private room",1,3,1,1,1,"Real Bed",50,35,1,"t","moderate",1,"f","f","f",45,0
14798173,"within an hour",1,"t","t",1,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",71,50,1,"t","moderate",1,"f","f","f",52,0
22265917,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,"t","f","f",20,5
30571946,"within an hour",1,"f","f",1,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",79,0,3,"t","strict_14_with_grace_period",1,"f","f","f",17,3
1121819,"within an hour",1,"f","f",1,"Cascade","Entire home/apt",4,8,2,3,5,"Real Bed",274,25,1,"f","strict_14_with_grace_period",0,"f","f","f",10,1
22208740,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,1,2,2,"Real Bed",350,129,2,"t","strict",1,"t","f","f",21,5
29331888,"within a day",1,"f","t",1,"Central Area","Entire home/apt",2,5,1,2,2,"Real Bed",225,50,2,"t","flexible",1,"f","f","f",19,0
6546748,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",6,6,3,3,3,"Real Bed",225,250,3,"f","moderate",1,"f","f","f",71,0
26395176,"within an hour",0.85,"f","f",321,"Queen Anne","Entire home/apt",4,4,1,2,2,"Real Bed",245,138,2,"t","strict_14_with_grace_period",1,"f","f","f",18,1
17867545,"within an hour",1,"t","f",131,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",239,75,2,"f","moderate",1,"f","f","f",32,3
27702651,"within an hour",1,"f","f",123,"Downtown","Entire home/apt",1,5,1,0,3,"Real Bed",120,40,1,"t","strict_14_with_grace_period",0,"t","f","f",7,5
28076944,"a few days or more",0,"f","t",2,"Queen Anne","Entire home/apt",1,2,1,1,1,"Futon",94,20,2,"f","moderate",1,"f","f","f",20,1
21998757,"within an hour",0.98,"f","f",47,"West Seattle","Entire home/apt",4,4,1,2,2,"Real Bed",375,204,1,"t","super_strict_60",0,"f","f","f",20,0
27504319,"within a day",1,"f","f",1,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",119,75,1,"f","moderate",0,"f","f","f",29,0
29106195,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",1,2,1,1,1,"Real Bed",96,20,1,"t","moderate",1,"f","f","f",26,0
20667591,"within an hour",1,"t","f",3,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",125,85,2,"f","strict_14_with_grace_period",1,"f","f","f",28,0
13067406,"within an hour",0.9,"f","f",4,"Downtown","Entire home/apt",3,4,1,1,2,"Real Bed",99,65,2,"t","strict_14_with_grace_period",1,"t","f","f",49,5
26815793,"within an hour",1,"t","f",1,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",350,0,3,"f","flexible",1,"t","f","f",24,4
1100686,"within an hour",1,"t","t",3,"Other neighborhoods","Private room",2,3,1,1,2,"Real Bed",65,35,2,"t","moderate",1,"f","f","f",32,0
19875407,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",200,70,2,"t","moderate",1,"f","f","f",34,0
16602857,"within an hour",1,"t","t",1,"Lake City","Entire home/apt",8,10,2.5,4,7,"Real Bed",300,195,3,"t","strict_14_with_grace_period",1,"f","f","t",52,0
25396547,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",1,4,1,1,2,"Real Bed",99,30,1,"t","flexible",1,"f","t","f",51,0
18292292,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",6,6,2,2,3,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,"t","f","f",19,5
25798983,"within an hour",1,"t","f",13,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",155,100,2,"t","flexible",1,"t","f","f",53,5
107962,"within a few hours",1,"t","t",1,"Northgate","Entire home/apt",1,2,1,1,1,"Real Bed",120,0,2,"f","flexible",1,"f","f","f",31,0
5160893,"within an hour",1,"t","t",2,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",100,10,1,"f","strict_14_with_grace_period",1,"f","f","f",22,0
25029389,"within an hour",1,"f","f",2,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",142,69,1,"t","strict_14_with_grace_period",0,"t","f","f",27,5
6670332,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",4,4,1,1,3,"Real Bed",158,100,2,"t","moderate",1,"f","f","f",59,0
8308386,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,7,2,3,4,"Real Bed",999,109,2,"t","strict_14_with_grace_period",1,"t","f","f",35,6
6913706,"within an hour",0.99,"f","f",521,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",0,"f","f","f",25,5
14250772,"within a day",0.9,"f","t",1,"Ballard","Entire home/apt",2,3,1,1,2,"Real Bed",135,50,3,"f","strict_14_with_grace_period",0,"f","f","f",52,0
16645647,"within an hour",1,"t","f",6,"Downtown","Entire home/apt",2,4,1,0,1,"Real Bed",199,60,1,"f","strict_14_with_grace_period",1,"t","f","f",38,5
21252736,"within an hour",1,"t","t",13,"Other neighborhoods","Entire home/apt",2,3,1,1,2,"Real Bed",68,30,1,"t","moderate",1,"f","f","f",31,0
16325947,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",156,75,3,"f","strict_14_with_grace_period",1,"t","f","f",18,3
22419479,"within an hour",1,"f","f",10,"Downtown","Entire home/apt",3,4,1,1,2,"Real Bed",98,89,1,"t","strict_14_with_grace_period",0,"t","f","f",20,3
27265146,"within an hour",1,"f","t",15,"Capitol Hill","Shared room",1,1,3.5,1,1,"Real Bed",25,0,1,"t","strict_14_with_grace_period",1,"f","f","f",18,0
16288535,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",1,4,1,2,2,"Real Bed",131,70,2,"t","moderate",1,"f","f","f",26,0
31321961,"within an hour",1,"t","f",4,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",50,20,1,"f","flexible",1,"f","f","f",41,0
25205611,"within an hour",1,"f","f",3,"Northgate","Private room",1,2,1,1,1,"Real Bed",50,30,2,"t","strict_14_with_grace_period",1,"f","f","f",11,0
6491904,"within an hour",1,"f","f",2,"Downtown","Entire home/apt",4,6,2,2,2,"Real Bed",480,65,2,"t","strict_14_with_grace_period",0,"t","f","f",29,5
22720204,"within an hour",1,"t","t",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",50,35,1,"f","moderate",1,"f","f","f",16,0
231097,"within a few hours",1,"t","t",1,"Lake City","Private room",1,2,1,1,1,"Real Bed",54,0,3,"f","moderate",1,"f","f","t",26,0
